Link to course,subject ,Category link,Mode,Name,About,Price,Offered By,Duration,Availability
https://pll.harvard.edu/course/communication-strategies-presenting-impact,Business,https://pll.harvard.edu/subject/business,In-Person,Communication Strategies: Presenting with Impact,"Gain the skills needed to engage, inform and inspire others — and improve your ability to communicate as a leader.","$2,990",Harvard Kennedy School,Self-paced,Starts Dec 2
https://pll.harvard.edu/course/consultants-toolkit/2024-12,Business,https://pll.harvard.edu/subject/business,In-Person,The Consultant's Toolkit,Refine your consulting abilities through proven techniques to improve organizational effectiveness.,"$2,990",Harvard Kennedy School,Self-paced,Starts Dec 2
https://pll.harvard.edu/course/innovation-and-strategy/2024-12,Business,https://pll.harvard.edu/subject/business,Online Live,Innovation and Strategy,Strengthen your organization’s capacity to drive innovation and achieve greater results.,"$2,750",Harvard Kennedy School,Self-paced,Starts Dec 3
https://pll.harvard.edu/course/managing-yourself-and-leading-others-0/2024-12,Business,https://pll.harvard.edu/subject/business,In-Person,Managing Yourself and Leading Others,Evolve your leadership style to lead better and motivate others to accomplish your company's goals.,"$2,990",Harvard Kennedy School,Self-paced,Starts Dec 4
https://pll.harvard.edu/course/authentic-leadership,Business,https://pll.harvard.edu/subject/business,Online Live,Authentic Leadership,"Develop mindfulness and authenticity to build trust, create engagement, and promote productivity.","$1,570",Harvard Kennedy School,Self-paced,Starts Dec 4
https://pll.harvard.edu/course/beyond-strategic-planning-implementation-sustainment/2024-12,Business,https://pll.harvard.edu/subject/business,In-Person,Beyond Strategic Planning: From Implementation to Sustainment,"Successfully navigate the challenges inherent in making your organizational, departmental, and project-specific plans come to life.","$2,990",Harvard Kennedy School,Self-paced,Starts Dec 4
https://pll.harvard.edu/course/story-building-secrets-narrative-placemaking-and-design-entertainment-architecture-0,Business,https://pll.harvard.edu/subject/business,Online,Story Building: Secrets of Narrative Placemaking and Design from Entertainment Architecture,"Ignite your productivity, leadership skills, and creativity by adopting a storytelling approach to placemaking design that will elevate your projects and make them appealing to users and investors.","$1,200 - $1,400",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/hotel-design-and-development-secrets-globally-renowned-properties,Art & Design,https://pll.harvard.edu/subject/art-design,Online Live,Hotel Design and Development: Secrets from Globally Renowned Properties,Learn a time-tested approach to developing hotels worldwide in just two hours.,$149 - $199,Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/ethical-leadership,Business,https://pll.harvard.edu/subject/business,Online Live,Ethical Leadership,Develop the ability to lead through challenging dilemmas and competing values to promote ethical decision-making.,"$1,570",Harvard Kennedy School,Self-paced,Starts Dec 6
https://pll.harvard.edu/course/authentic-leader-development,Business,https://pll.harvard.edu/subject/business,In-Person,Authentic Leader Development,Increase your effectiveness as a leader and earn the trust of colleagues by leading from your own core vision and most deeply held values.,"$16,000",Harvard Kennedy School,6 days long,Starts Dec 8
https://pll.harvard.edu/course/leading-and-building-culture-innovation,Business,https://pll.harvard.edu/subject/business,In-Person,Leading and Building a Culture of Innovation,"Unleash your organization’s collective genius and set the stage for continuous, transformative innovation that fuels business growth.","$16,000",Harvard Kennedy School,6 days long,Starts Dec 8
https://pll.harvard.edu/course/emerging-leaders,Social Sciences,https://pll.harvard.edu/subject/social-sciences,In-Person,Emerging Leaders,This 5-day Harvard Kennedy School executive program will develop and expand your capacity to be one of tomorrow’s leaders.,"$10,900",Harvard Kennedy School,Self-paced,NA
https://pll.harvard.edu/course/negotiation-skills-strategies-increased-effectiveness/2024-12,Business,https://pll.harvard.edu/subject/business,In-Person,Negotiation Skills: Strategies for Increased Effectiveness,Enhance your ability to negotiate through effective techniques and skills.,"$2,990",Harvard Kennedy School,Self-paced,Starts Dec 9
https://pll.harvard.edu/course/strategic-leadership,Business,https://pll.harvard.edu/subject/business,In-Person,Strategic Leadership,Enhance your ability to creatively problem-solve for the demands of working in ‘the new normal'.,"$4,100",Harvard Kennedy School,Self-paced,Starts Dec 9
https://pll.harvard.edu/course/leadership-coaching-strategies/2024-12,Business,https://pll.harvard.edu/subject/business,In-Person,Leadership Coaching Strategies,Learn leadership coaching strategies to help your team navigate business challenges and maximize performance.,"$2,990",Harvard Kennedy School,Self-paced,Starts Dec 11
https://pll.harvard.edu/course/presenting-confidence-online,Business,https://pll.harvard.edu/subject/business,Online,Presenting with Confidence (Online),"How Great Leaders Craft and Deliver Persuasive Presentations That Sell Ideas, Inspire Teams, and Build Brands","$1,950 - $1,950",Harvard Kennedy School,1 week long,NA
https://pll.harvard.edu/course/strategy-building-and-sustaining-competitive-advantage,Business,https://pll.harvard.edu/subject/business,In-Person,Strategy: Building and Sustaining Competitive Advantage,"Look ahead, analyze strategic tradeoffs, and craft groundbreaking strategies for staying ahead of the competition—today and in the future.","$17,500",Harvard Kennedy School,6 days long,Starts Dec 15
https://pll.harvard.edu/course/aligning-strategy-and-sales,Business,https://pll.harvard.edu/subject/business,In-Person,Aligning Strategy and Sales,Maximize revenue and growth by ensuring that sales execution is closely aligned with strategic priorities.,"$16,000",Harvard Kennedy School,6 days long,Starts Dec 15
https://pll.harvard.edu/course/negotiation-essentials-online,Business,https://pll.harvard.edu/subject/business,Online,Negotiation Essentials Online,"Designed for maximum impact, this two-day online-only program is packed with negotation strategies, case studies based on real-world experience, and best practices designed to get you results.","$2,497",Harvard Kennedy School,Self-paced,Starts Dec 17
https://pll.harvard.edu/course/leadership-decision-making,Social Sciences,https://pll.harvard.edu/subject/social-sciences,Online,Leadership Decision Making,features hands-on learning experiences that help leaders like you improve decision analysis and leadership effectiveness.,"$6,400",Harvard Kennedy School,2 weeks long,NA
https://pll.harvard.edu/course/developing-yourself-leader-virtual,Business,https://pll.harvard.edu/subject/business,Online Live,Developing Yourself as a Leader—Virtual,"To be a high-potential, emerging leader one must have the skillsets to gain influence and increase impact across an organization. Explore how to put theory into action, improve colleagues' perceptions and collaborate more effectively.","$5,750",Harvard Kennedy School,14 weeks long,Starts Jan 7
https://pll.harvard.edu/course/core/2025-01,Business,https://pll.harvard.edu/subject/business,Online,CORe,This three-course program from Harvard Business School (HBS) Online will teach you the fundamental skills to confidently contribute to business decisions and decision-making.,"$2,650",Harvard Kennedy School,17 weeks long,Opens Jan 7
https://pll.harvard.edu/course/strategy-execution/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Strategy Execution,"This course from Harvard Business School (HBS) Online will equip you with the tools, skills, and frameworks to allocate resources, measure performance, and manage risk so you can successfully implement strategy within your organization.","$1,750",Harvard Kennedy School,8 weeks long,Opens Jan 8
https://pll.harvard.edu/course/design-thinking-and-innovation/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Design Thinking and Innovation,Design Thinking and Innovation from Harvard Business School (HBS) Online will teach you how to leverage fundamental design thinking principles and innovative problem-solving tools to address business challenges.,"$1,850",Harvard Kennedy School,7 weeks long,Opens Jan 8
https://pll.harvard.edu/course/sustainable-investing/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Sustainable Investing,"Sustainable Investing, a course from Harvard Business School (HBS) Online, equips people with the insights, frameworks, and skills to evaluate environmental, social, and governance (ESG) factors and measure and manage impact investments.","$1,850",Harvard Kennedy School,6 weeks long,Opens Jan 8
https://pll.harvard.edu/course/financial-accounting/2025-01,Business,https://pll.harvard.edu/subject/business,Online,Financial Accounting,Discover what’s behind the numbers in financial statements and unlock critical insights into business performance and potential to drive strategic decision making in this course from Harvard Business School (HBS) Online.,"$1,850",Harvard Kennedy School,8 weeks long,Opens Jan 8
