Link,Name,Availability,Mode,About Course,Duration,Number of meetings
https://www.conted.ox.ac.uk/courses/introduction-to-music-theory?code=O24P776MSZ,Music Theory: An Introduction,Available,Online - live- Short courses,"Explore the basics of classical music theory - notation, rhythm, melody, harmony and form - relating theory to practice with examples from over three centuries of repertoire. Also helpful for those preparing for music theory exams.","Mon 30 Sep 2024- 02 Dec 2024, 2:30 - 3:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/peri-to-puccini-the-story-of-italian-opera?code=O24P551MSW,Peri to Puccini: The Story of Italian Opera,Available,In-person weekly- Short courses,"Starting with the birth of Italian opera around 1600, this course charts its development through the masterpieces of Monteverdi, Handel, Mozart, Rossini, Donizetti, Bellini, Verdi and Puccini.","Mon 30 Sep 2024- Mon 02 Dec 2024, 2:00 - 4:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/screenwriting-from-film-idea-to-pitch?code=O24P437CRW,Screenwriting: From Film Idea to Pitch,Available,In-person weekly- Short courses,"Actively develop your film idea to build your awareness of its value and needs in this interactive seminar. Expand this into a pitch, communicate what you bring to the story, and why it is worth turning into a film or TV programme.","Mon 30 Sep 2024- Mon 02 Dec 2024, 7:00 - 9:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/technical-team-communication-online?code=O24C061N3Y,Technical Team Communication (online),Available,Short intensive- Short courses- Professional development,Good communication is key to achieving high performance in the workplace. Technical people need to communicate with multiple stakeholders using multiple communication methods. This course will cover how to excel in written and verbal communication.,"Mon 30 Sep 2024- 03 Oct 2024, 09:30 - 12:30 UK time",4 meetings
https://www.conted.ox.ac.uk/courses/the-orthodox-church-in-the-middle-ages?code=O24P454HIW,The Orthodox Church in the Middle Ages,Available,In-person weekly- Short courses,"Investigating the significant role the Orthodox Church played in the life of the Byzantine Empire, we will discuss its development, spiritual and political power, role in diplomacy, differences with the Church of Rome, and influence on Byzantine art.","Mon 30 Sep 2024- Mon 02 Dec 2024, 11:00am - 1:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/the-practice-of-magic-in-medieval-society?code=O24P765LHZ,The Practice of Magic in Medieval Society,Available,Online - live- Short courses,'Magic' was a wide-ranging concept that affected many aspects of medieval society. This course will consider the actual and perceived practices of magic in the medieval period and their consequences.,"Mon 30 Sep 2024- 02 Dec 2024, 7:00 - 8:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/the-rise-and-fall-of-rome?code=O24P401AHW,The Rise and Fall of Rome,Available,In-person weekly- Short courses,"This course traces the path of Rome, from a small village in Latium vetus, to an emerging power in Italy, and finally the heart of a Mediterranean Empire, exploring the ecological and socio-political factors that underpin its rise and subsequent fall.","Mon 30 Sep 2024- Mon 02 Dec 2024, 2:00 - 4:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/understanding-emotions?code=O24P528PCW,Understanding Emotions,Available,In-person weekly- Short courses,"Explore the definition and history of emotions; the innate/constructed debate; core emotions, positive emotions and psychopathology; provoking their outward expression; role in motivation and behaviour; the connection to wisdom, values, and religion.","Mon 30 Sep 2024- Mon 02 Dec 2024, 2:30 - 4:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/world-archaeology?code=O24P707AHZ,World Archaeology,Available,Online - live- Short courses,"During this short course, we explore the emergence of fascinating past societies from around the world. Some are mysterious and lost in the mists of time, while others form the foundations of cultural traditions that exist in the world today.","Mon 30 Sep 2024- 02 Dec 2024, 4:00 - 5:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/the-pencil-of-nature-a-history-of-the-art-of-photography?code=O24P468ARW,'The Pencil of Nature’: History of the Art of Photography,Available,In-person weekly- Short courses,"Explore the rich and evolving history of photography, from its earliest origins in Georgian France and England, to the present day. How did photography become established as a serious art form in its own right, and what is its future?","Tue 01 Oct 2024- Tue 03 Dec 2024, 2:00 - 4:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/an-archaeology-of-natural-places?code=O24P402AHW,An Archaeology of Natural Places,Available,In-person weekly- Short courses,An archaeology of natural places offers a nuanced way to engage with human connections to the environmental world and of human cultural expressions about it. Our focus is on European prehistory with global anthropological and ethnographic case studies.,"Tue 01 Oct 2024- Tue 03 Dec 2024, 2:00 - 4:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/introduction-to-computer-science-cs50?code=O24P807COZ,CS50: An Introduction to Computer Science,Available,Online - live- Short courses,"Based on the all-conquering Harvard Extension School course, CS50 is now available at Oxford. This course teaches you how to solve problems, both with and without code, with an emphasis on correctness, design, and style.","Tue 01 Oct 2024- 17 Dec 2024, 7:00 - 9:00pm",11 meetings
https://www.conted.ox.ac.uk/courses/chinese-mandarin-beginners-part-1?code=O24P570XCW,Chinese (Mandarin): Beginners - Part 1,Available,In-person weekly- Short courses,Join this interactive course to learn Chinese language and explore its culture. For complete Beginners as well as those who have learnt some Chinese expressions and phrases through travel or socialising.,"Tue 01 Oct 2024- Tue 03 Dec 2024, 5:00 - 7:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/introduction-to-cognitive-behavioural-therapy?code=O24P791PCZ,Cognitive Behavioural Therapy (CBT): An Introduction,Available,Online - live- Short courses,An introduction to Cognitive Behavioural Therapy that will enable both experienced clinicians from other therapeutic traditions and people with a general interest in therapy to gain a foundation in key CBT theory and skills.,"Tue 01 Oct 2024- 03 Dec 2024, 4:30 - 5:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/introduction-to-counselling-young-people?code=O24P531PCW,Counselling Young People: An Introduction,Available,In-person weekly- Short courses,Exploring the way young people form relationships with themselves and others from a therapeutic perspective. The ten week programme provides transferrable skills and a basic introduction for listening to and helping young people in a variety of settings.,"Tue 01 Oct 2024- Tue 03 Dec 2024, 10:30am - 12:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/a-critical-introduction-to-ethical-capitalism?code=O24P521SOW,Ethical Capitalism: A Critical Introduction,Available,In-person weekly- Short courses,"What is capitalism? Can it be truly ethical? We address those crucial questions by looking at economic history and theory, as well as sociology and philosophy. We will study the goods and evils of competition, profits, regulation, and growth.","Tue 01 Oct 2024- Tue 03 Dec 2024, 10:30am - 12:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/ethics-with-aristotle?code=O24P783PHZ,Ethics with Aristotle,Available,Online - live- Short courses,"Why engage with an approach to ethics that is 2,300 years old? Because ethics without Aristotle is inconceivable, and his insights into what is good for humans remain invaluable. Join in to explore and discuss the 'Nicomachean Ethics'.","Tue 01 Oct 2024- 03 Dec 2024, 7:00 - 8:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/introduction-to-existential-therapy?code=O24P794PCZ,Existential Therapy: An Introduction,Available,Online - live- Short courses,This introduction to Existential Therapy will enable both experienced clinicians from other therapeutic traditions and those with a general interest in therapy to gain a foundation in key existential theory and skills.,"Tue 01 Oct 2024- 03 Dec 2024, 11:00am - 12:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/faith-for-rights-empowering-religious-leaders-to-protect-human-rights?code=O24P800THZ,Faith for Rights: Empowering Religious Leaders to Protect Human Rights,Available,Online - live- Short courses,"This course equips leaders and students with tools from the UN's Faith For Rights framework to merge human rights with faith ideals, fostering cohesive communities. It will be delivered through lectures, sharing of case studies and peer-to-peer learning.","Tue 01 Oct 2024- 03 Dec 2024, 4:00 - 5:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/french-intermediate-part-1?code=O24P573XFW,French: Intermediate - Part 1,Available,In-person weekly- Short courses,Consolidate your proficiency in French language and express your opinions on a range of familiar everyday topics. A progression course for students who completed French: Lower Intermediate - Part 2.,"Tue 01 Oct 2024- Tue 03 Dec 2024, 7:30 - 9:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/getting-started-in-nature-writing?code=O24P749CRZ,Getting Started in Nature Writing,Available,Online - live- Short courses,Gain an appreciation of different forms of nature writing and produce your own texts in a supportive environment with this online course.,"Tue 01 Oct 2024- 03 Dec 2024, 12:30 - 1:30pm",10 meetings
https://www.conted.ox.ac.uk/courses/how-to-raise-good-citizens-faith-philosophy-and-authority?code=O24P496PHW,"How To Raise Good Citizens? Faith, Philosophy, and Authority",Available,In-person weekly- Short courses,"If we want to avoid the kind of moral catastrophes that marred the 20th Century - from The Holocaust to Pol Pot's Killing Fields - understanding their root causes, and also what might immunise against them, could not be more important.","Tue 01 Oct 2024- Tue 03 Dec 2024, 2:00 - 4:00pm",10 meetings
https://www.conted.ox.ac.uk/courses/women-in-leadership-increasing-diversity-and-inclusion-online?code=O24C058N3Y,Increasing Diversity and Inclusion: Women in Leadership (online),Available,Online - live- Short courses- Professional development,This course aims to explore the literature on Women in Leadership and uses an evidence-based approach to explore the journey many women negotiate in moving up the organisational hierarchy.,"Tue 01 Oct 2024- 04 Oct 2024, 11:00 - 12:30 (UK time)",4 meetings
